CustomerID,TotalSpending,AverageSpending,TransactionCount,Recency
12346.0,0.0,0.0,2,325
12347.0,4310.0,23.681318681318682,182,1
12348.0,1797.24,57.97548387096774,31,74
12349.0,1757.55,24.076027397260273,73,18
12350.0,334.4,19.670588235294115,17,309
12352.0,1545.41,16.267473684210525,95,35
12353.0,89.0,22.25,4,203
12354.0,1079.4,18.610344827586207,58,231
12355.0,459.4,35.33846153846154,13,213
12356.0,2811.43,47.65135593220339,59,22
12357.0,6207.67,47.38679389312977,131,32
12358.0,1168.06,61.47684210526315,19,1
12359.0,6245.53,24.588700787401574,254,7
12360.0,2662.06,20.63612403100775,129,51
12361.0,189.9,18.990000000000002,10,286
12362.0,5154.58,18.812335766423356,274,2
12363.0,552.0,24.0,23,109
12364.0,1313.1,15.448235294117646,85,7
12365.0,320.69,13.94304347826087,23,290
12367.0,168.9,15.354545454545455,11,3
12370.0,3545.69,21.231676646706585,167,50
12371.0,1887.96,29.96761904761905,63,44
12372.0,1298.04,24.962307692307693,52,71
12373.0,364.6,26.042857142857144,14,310
12374.0,742.9300000000001,22.513030303030305,33,24
12375.0,455.42,25.301111111111112,18,2
12377.0,1628.12,21.144415584415583,77,314
12378.0,4008.62,18.30420091324201,219,129
12379.0,850.29,20.738780487804878,41,81
12380.0,2720.56,25.910095238095238,105,21
12381.0,1803.96,19.823736263736265,91,4
12383.0,1839.31,18.3931,100,184
12384.0,566.16,18.872,30,28
12386.0,401.9,40.19,10,337
12388.0,2780.66,27.8066,100,15
12390.0,549.84,17.1825,32,79
12391.0,460.89,4.6089,100,21
12393.0,1582.6000000000001,24.728125000000002,64,71
12394.0,1272.48,47.12888888888889,27,63
12395.0,2998.28,18.857106918238994,159,15
12397.0,2409.9,19.126190476190477,126,35
12398.0,1635.6599999999999,19.24305882352941,85,45
12399.0,1108.65,18.790677966101697,59,118
12401.0,84.3,16.86,5,302
12402.0,225.6,20.509090909090908,11,322
12403.0,409.7,68.28333333333333,6,49
12405.0,1710.39,31.67388888888889,54,148
12406.0,3280.75,30.377314814814813,108,21
12407.0,1708.1200000000001,22.183376623376624,77,49
12408.0,2842.57,25.155486725663717,113,32
12409.0,11056.93,96.99061403508772,114,78
12410.0,681.0799999999999,24.32428571428571,28,300
12412.0,1226.88,20.112786885245903,61,74
12413.0,694.15,17.353749999999998,40,66
12414.0,562.41,31.244999999999997,18,216
12415.0,123725.45,159.0301413881748,778,23
12417.0,3578.8,18.074747474747475,198,2
12418.0,668.58,19.664117647058823,34,112
12420.0,600.39,20.70310344827586,29,63
12421.0,806.27,17.527608695652173,46,15
12422.0,803.5600000000001,20.604102564102565,39,95
12423.0,1849.11,14.67547619047619,126,0
12424.0,1760.96,58.69866666666667,30,162
12425.0,777.2,21.58888888888889,36,77
12426.0,582.73,19.424333333333333,30,194
12427.0,708.37,20.239142857142856,35,11
12428.0,7877.2,26.25733333333333,300,25
12429.0,3750.4,38.66391752577319,97,8
12430.0,256.4,23.30909090909091,11,42
12431.0,6416.39,26.734958333333335,240,35
12432.0,5059.32,46.845555555555556,108,42
12433.0,13375.87,31.847309523809525,420,0
12434.0,765.19,14.170185185185186,54,84
12435.0,7829.89,217.49694444444447,36,79
12436.0,509.01,31.813125,16,99
12437.0,4896.66,24.36149253731343,201,1
12438.0,2906.85,29.66173469387755,98,13
12441.0,173.55,15.77727272727273,11,366
12442.0,172.06,14.338333333333333,12,2
12444.0,5005.46,28.27943502824859,177,20
12445.0,133.4,33.35,4,21
12446.0,1002.3100000000001,17.281206896551726,58,57
12447.0,476.49,18.326538461538462,26,242
12448.0,449.45,20.429545454545455,22,43
12449.0,4067.29,21.294712041884818,191,21
12450.0,197.88,24.735,8,155
12451.0,8933.52,25.164845070422537,355,10
12452.0,428.57,18.633478260869566,23,16
12453.0,707.09,16.443953488372095,43,133
12454.0,5.684341886080802e-14,1.8947806286936005e-15,30,52
12455.0,2466.86,27.409555555555556,90,72
12456.0,3153.89,24.44875968992248,129,43
12457.0,1917.78,28.20264705882353,68,57
12458.0,947.4,24.931578947368422,38,70
12461.0,826.88,23.62514285714286,35,93
12462.0,1124.01,15.61125,72,1
12463.0,1303.63,14.813977272727273,88,45
12464.0,1212.05,41.79482758620689,29,9
12465.0,733.89,14.39,51,7
12468.0,724.0400000000001,18.101000000000003,40,142
12471.0,18740.92,35.29363465160075,531,1
12472.0,6229.48,15.932173913043478,391,30
12473.0,2848.23,15.911899441340783,179,28
12474.0,7116.47,15.572144420131291,457,16
12475.0,723.38,20.093888888888888,36,53
12476.0,6546.58,24.797651515151514,264,0
12477.0,13117.01,42.58769480519481,308,22
12478.0,680.99,18.91638888888889,36,3
12479.0,477.3,13.637142857142857,35,3
12480.0,3281.63,21.309285714285714,154,27
12481.0,5590.86,25.646146788990823,218,22
12483.0,2327.13,28.73,81,16
12484.0,4495.27,12.843628571428573,350,32
12488.0,1298.66,23.612000000000002,55,9
12489.0,334.93,22.328666666666667,15,335
12490.0,5417.93,22.114,245,4
12491.0,460.40000000000003,17.70769230769231,26,38
12492.0,263.21000000000004,13.160500000000003,20,62
12493.0,416.79,18.121304347826086,23,165
12494.0,1139.3500000000001,13.563690476190478,84,9
12497.0,1043.1,74.50714285714285,14,81
12498.0,403.70000000000005,17.55217391304348,23,20
12500.0,4206.27,64.71184615384617,65,22
12501.0,2089.68,13.0605,160,314
12502.0,3723.87,25.332448979591835,147,95
12503.0,-1126.0,-1126.0,1,337
12504.0,114.0,7.6,15,17
12505.0,-4.5,-4.5,1,300
12506.0,73.5,3.1956521739130435,23,232
12507.0,1258.06,54.69826086956522,23,133
12508.0,398.27,5.772028985507246,69,25
12509.0,176.5,25.214285714285715,7,283
12510.0,982.5699999999999,29.774848484848484,33,142
12512.0,138.03,4.059705882352941,34,65
12513.0,586.79,16.299722222222222,36,84
12514.0,1017.68,19.954509803921567,51,266
12515.0,383.7,23.98125,16,352
12516.0,1312.06,50.46384615384615,26,77
12517.0,2464.89,8.618496503496504,286,27
12518.0,2056.89,16.58782258064516,124,0
12519.0,340.84,18.935555555555553,18,63
12520.0,2582.51,16.66135483870968,155,78
12521.0,599.68,15.781052631578946,38,142
12522.0,192.72,16.06,12,38
12523.0,1745.57,15.868818181818181,110,1
12524.0,4485.72,31.150833333333335,144,8
12526.0,1316.66,18.54450704225352,71,0
12527.0,348.71000000000004,19.37277777777778,18,81
12528.0,1922.28,20.234526315789473,95,8
12530.0,1623.63,23.876911764705884,68,59
12531.0,125.22,7.365882352941177,17,14
12532.0,349.83000000000004,21.864375000000003,16,29
12534.0,1089.18,17.28857142857143,63,130
12535.0,716.35,21.069117647058825,34,91
12536.0,4106.82,15.043296703296702,273,7
12538.0,363.95,17.33095238095238,21,28
12539.0,3852.5,14.06021897810219,274,21
12540.0,13309.039999999999,27.669521829521827,481,19
12541.0,981.18,18.868846153846153,52,29
12544.0,355.7,17.785,20,29
12545.0,1000.39,20.0078,50,74
12546.0,1141.5,16.307142857142857,70,46
12547.0,207.79999999999998,25.974999999999998,8,197
12548.0,95.19999999999999,19.04,5,165
12550.0,964.83,16.92684210526316,57,78
12551.0,168.0,16.8,10,357
12552.0,437.82,21.891,20,38
12553.0,3652.25,18.633928571428573,196,7
12556.0,603.71,4.989338842975207,121,49
12557.0,11990.960000000001,363.36242424242425,33,15
12558.0,1.0658141036401503e-14,4.844609562000683e-16,22,1
12559.0,536.21,24.37318181818182,22,310
12560.0,2101.39,18.93144144144144,111,4
12561.0,238.85,14.928125,16,302
12562.0,3781.7400000000002,22.510357142857146,168,7
12564.0,456.9,21.757142857142856,21,260
12565.0,131.17,13.116999999999999,10,281
12566.0,346.7,17.335,20,72
12567.0,9114.94,19.686695464362852,463,22
12569.0,4064.9900000000002,21.282670157068065,191,1
12571.0,519.61,15.28264705882353,34,39
12572.0,1004.72,16.205161290322582,62,8
12573.0,160.54000000000002,5.733571428571429,28,226
12574.0,218.45,19.85909090909091,11,315
12576.0,1306.98,14.685168539325844,89,35
12577.0,595.4,4.022972972972973,148,34
12578.0,2753.36,22.944666666666667,120,20
12579.0,410.72,13.249032258064517,31,72
12580.0,415.7,17.320833333333333,24,246
12581.0,197.71,13.180666666666667,15,39
12582.0,511.36,23.243636363636366,22,238
12583.0,7187.34,28.634820717131475,251,2
12584.0,1893.95,15.031349206349207,126,3
12585.0,1982.81,20.441340206185565,97,233
12586.0,179.94000000000003,14.995000000000003,12,16
12587.0,144.0,36.0,4,7
12588.0,214.89999999999998,21.49,10,38
12589.0,646.68,18.47657142857143,35,28
12590.0,9861.38,140.87685714285712,70,189
12591.0,452.84999999999997,17.41730769230769,26,316
12592.0,437.6,24.311111111111114,18,91
12593.0,418.09999999999997,19.909523809523808,21,108
12594.0,3320.2200000000003,27.901008403361345,119,37
12596.0,618.27,22.898888888888887,27,50
12597.0,3683.13,17.21088785046729,214,18
12598.0,3002.68,22.57654135338346,133,9
12599.0,1032.58,16.654516129032256,62,28
12600.0,2581.04,39.70830769230769,65,28
12601.0,569.5600000000001,19.64,29,189
12602.0,153.12,12.76,12,58
12603.0,739.1999999999999,246.39999999999998,3,21
12604.0,254.18,15.88625,16,78
12605.0,-7.5,-2.5,3,364
12607.0,3.552713678800501e-15,1.75876914792104e-17,202,57
12609.0,1126.85,18.78083333333333,60,77
12610.0,2057.99,18.54045045045045,111,22
12611.0,1193.32,18.35876923076923,65,51
12612.0,643.59,30.64714285714286,21,57
12613.0,3218.98,19.748343558282208,163,30
12614.0,315.6,15.780000000000001,20,277
12615.0,2291.19,21.820857142857143,105,1
12616.0,657.25,18.256944444444443,36,84
12617.0,355.53,8.465,42,28
12618.0,177.31,16.11909090909091,11,21
12619.0,3214.81,33.840105263157895,95,15
12620.0,1339.41,14.558804347826088,92,14
12621.0,13612.07,28.717447257383967,474,1
12622.0,180.1,16.37272727272727,11,231
12623.0,305.1,16.950000000000003,18,275
12624.0,641.13,16.87184210526316,38,105
12625.0,2614.32,28.72879120879121,91,211
12626.0,6388.35,20.808957654723127,307,22
12627.0,4478.53,19.47186956521739,230,10
12628.0,769.61,17.897906976744185,43,3
12630.0,1270.88,19.8575,64,9
12631.0,640.5,20.661290322580644,31,56
12633.0,2140.63,20.782815533980585,103,58
12635.0,1689.18,16.724554455445546,101,89
12637.0,5953.25,15.10977157360406,394,66
12638.0,671.69,17.222820512820515,39,32
12639.0,486.1,22.095454545454547,22,238
12640.0,1174.58,22.16188679245283,53,23
12641.0,185.9,18.59,10,114
12642.0,1013.26,21.558723404255318,47,24
12643.0,3344.64,139.35999999999999,24,127
12644.0,477.91,15.416451612903227,31,129
12645.0,1755.38,23.721351351351352,74,33
12646.0,1346.97,29.932666666666666,45,4
12647.0,3669.92,28.67125,128,21
12648.0,318.05,15.145238095238096,21,154
12649.0,603.71,18.294242424242427,33,106
12650.0,314.44,15.722,20,2
12651.0,114.0,12.666666666666666,9,334
12652.0,914.53,17.931960784313723,51,321
12653.0,2209.85,51.391860465116274,43,148
12654.0,601.98,15.841578947368422,38,10
12656.0,3982.72,30.636307692307692,130,16
12657.0,1152.06,20.572499999999998,56,10
12658.0,686.05,19.056944444444444,36,18
12659.0,91.68,18.336000000000002,5,29
12660.0,245.1,18.853846153846153,13,10
12662.0,3817.08,16.45293103448276,232,0
12664.0,4863.88,127.99684210526316,38,7
12665.0,61.75,15.4375,4,324
12666.0,-227.44,-113.72,2,358
12667.0,620.13,18.791818181818183,33,57
12668.0,3743.18,22.280833333333334,168,6
12669.0,1607.73,15.762058823529411,102,150
12670.0,2986.15,31.767553191489363,94,9
12672.0,225.89999999999998,22.589999999999996,10,329
12673.0,610.52,14.536190476190475,42,4
12674.0,1919.31,21.09131868131868,91,11
12676.0,1331.39,29.586444444444446,45,24
12678.0,17588.26,105.31892215568861,167,41
12679.0,1058.67,18.90482142857143,56,51
12680.0,862.81,16.592499999999998,52,0
12681.0,13677.59,21.172739938080497,646,14
12682.0,12288.22,23.406133333333333,525,3
12683.0,8221.09,22.710193370165747,362,3
12684.0,2283.63,21.748857142857144,105,7
12685.0,2863.08,18.236178343949042,157,27
12686.0,89.14,12.734285714285715,7,371
12688.0,4873.8099999999995,28.501812865497072,171,113
12689.0,1247.61,17.327916666666667,72,25
12690.0,389.01,24.313125,16,205
12691.0,1035.8,32.36875,32,27
12693.0,830.96,20.267317073170734,41,120
12694.0,869.67,23.504594594594593,37,69
12695.0,582.1,21.55925925925926,27,6
12697.0,939.02,21.83767441860465,43,20
12700.0,4867.99,18.029592592592593,270,7
12701.0,797.71,15.051132075471699,53,79
12702.0,219.0,18.25,12,19
12703.0,274.7,12.486363636363636,22,63
12704.0,2220.84,24.676000000000002,90,6
12705.0,6814.24,19.581149425287357,348,14
12707.0,603.42,18.285454545454545,33,291
12708.0,2616.32,15.036321839080461,174,29
12709.0,9294.1,36.163813229571986,257,2
12710.0,1130.57,14.311012658227847,79,96
12712.0,4241.63,29.8706338028169,142,22
12713.0,848.55,22.330263157894734,38,0
12714.0,4708.86,18.18092664092664,259,8
12715.0,353.86,16.85047619047619,21,105
12716.0,1053.49,15.267971014492753,69,3
12717.0,980.98,17.517500000000002,56,150
12718.0,238.25,12.539473684210526,19,70
12719.0,608.1,14.47857142857143,42,4
12720.0,5713.28,15.914428969359331,359,2
12721.0,2628.98,16.030365853658537,164,31
12722.0,904.33,15.865438596491229,57,84
12723.0,725.07,10.508260869565218,69,3
12724.0,1031.41,19.460566037735852,53,4
12725.0,427.8,17.825,24,370
12726.0,2609.1,21.041129032258063,124,27
12727.0,3947.7,27.99787234042553,141,10
12728.0,836.33,18.18108695652174,46,70
12729.0,453.01,17.423461538461538,26,113
12731.0,18793.41,67.84624548736463,277,23
12732.0,236.26000000000002,19.688333333333336,12,179
12733.0,383.95,17.452272727272728,22,233
12734.0,110.39999999999999,27.599999999999998,4,352
12735.0,779.5699999999999,18.12953488372093,43,314
12736.0,234.0,58.5,4,332
12738.0,155.35,14.122727272727273,11,371
12739.0,1013.04,26.658947368421053,38,77
12740.0,427.6,15.837037037037037,27,63
12743.0,546.43,4.077835820895522,134,133
12744.0,9120.39,39.82703056768559,229,51
12747.0,4196.01,40.737961165048546,103,1
12748.0,29072.1,6.262839293408013,4642,0
12749.0,3868.2,16.745454545454546,231,3
12750.0,275.88,18.392,15,128
12752.0,4366.78,82.3920754716981,53,80
12753.0,21024.01,91.40873913043478,230,3
12754.0,2949.12,45.37107692307692,65,235
12755.0,2203.2,367.2,6,249
12756.0,112.07999999999998,28.019999999999996,4,86
12757.0,4227.7,11.214058355437665,377,15
12758.0,2791.59,28.779278350515465,97,116
12759.0,1531.44,16.12042105263158,95,51
12762.0,1898.52,27.51478260869565,69,7
12763.0,494.08,27.448888888888888,18,137
12764.0,1693.88,37.64177777777778,45,316
12766.0,6989.63,22.547193548387096,310,3
12769.0,1143.6,35.7375,32,238
12770.0,1351.45,112.62083333333334,12,210
12772.0,892.47,16.226727272727274,55,59
12775.0,1351.24,20.16776119402985,67,16
12778.0,804.23,15.76921568627451,51,19
12779.0,3868.7,24.331446540880503,159,20
12781.0,707.72,23.590666666666667,30,20
12782.0,2273.32,21.245981308411217,107,4
12783.0,1603.87,18.649651162790697,86,1
12784.0,574.42,9.73593220338983,59,8
12785.0,305.71,20.380666666666666,15,2
12787.0,463.66,23.183,20,9
12789.0,91.85,22.9625,4,64
12790.0,324.92,15.472380952380954,21,191
12791.0,192.60000000000002,96.30000000000001,2,373
12792.0,400.53999999999996,16.0216,25,256
